ts,ticker,strike,expiration,option_type,volume,oi,vol_oi,last_price,side,sentiment,notional,spot,conviction,signal,regime,is_sweep,sweep_side,sweep_notional,sweep_venues,macro_regime_tag
1777383458,NVDA,225.0,2026-05-15,call,242,19696.0,,2.73,NEUTRAL,NEUTRAL,65600.0,210.4,SWEEP,MAGNET UP,POS,1,NEUTRAL,65600.0,11.0,HARD
1777383488,SPX,7055.0,2026-04-28,put,3333,1037.0,3.2,1.13,BID,BULLISH,376629.0,7143.54,LOW,MAGNET UP,POS,0,,,,HARD
1777383488,SPX,7095.0,2026-04-28,put,2964,939.0,3.2,3.5,BID,BULLISH,1037400.0,7143.54,LOW,MAGNET UP,POS,0,,,,HARD
1777383488,SPX,7060.0,2026-04-29,put,911,275.0,3.3,7.7,MID,NEUTRAL,701470.0,7143.54,LOW,MAGNET UP,POS,0,,,,HARD
1777383488,TSM,380.0,2026-05-15,put,5033,2053.0,2.5,10.03,ASK,BEARISH,5048099.0,393.905,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383488,TSM,380.0,2026-06-18,call,2407,21446.0,0.1,34.0,BID,BEARISH,8183800.0,393.905,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383488,TSM,340.0,2026-07-17,call,2360,3385.0,0.7,62.61,BID,BEARISH,14775960.0,393.905,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383488,ARM,240.0,2026-05-08,call,860,263.0,3.3,5.5,MID,NEUTRAL,473000.0,202.6,LOW,MAGNET UP,POS,0,,,,HARD
1777383488,SMH,485.0,2026-05-08,put,1257,123.0,10.2,11.05,BID,BULLISH,1388985.0,492.895,LOW,MAGNET FADE,NEG,0,,,,HARD
1777383519,QQQ,655.0,2026-04-28,call,202,1986.0,,3.87,NEUTRAL,NEUTRAL,79174.0,657.79,SWEEP,MAGNET UP,POS,1,NEUTRAL,79174.0,2.0,HARD
1777383519,QQQ,661.0,2026-05-15,call,50,1034.0,,11.24,NEUTRAL,NEUTRAL,56200.0,657.79,SWEEP,MAGNET UP,POS,1,NEUTRAL,56200.0,1.0,HARD
1777383519,AAPL,270.0,2026-05-15,call,100,28699.0,,7.0,NEUTRAL,NEUTRAL,70000.0,269.51,SWEEP,MAGNET UP,POS,1,NEUTRAL,70000.0,1.0,HARD
1777383519,GEV,790.0,2026-06-18,put,1355,95.0,14.3,7.2,BID,BULLISH,975600.0,1120.23,LOW,MAGNET UP,POS,0,,,,HARD
1777383579,QQQ,658.0,2026-04-28,call,381,1283.0,,2.0,NEUTRAL,NEUTRAL,74216.0,657.79,SWEEP,MAGNET UP,POS,1,NEUTRAL,74216.0,13.0,HARD
1777383579,SPY,713.0,2026-04-28,put,270,9013.0,,2.13,NEUTRAL,NEUTRAL,56977.0,711.81,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,56977.0,12.0,HARD
1777383609,QQQ,660.0,2026-05-15,put,139,4865.0,,13.02,NEUTRAL,NEUTRAL,180139.0,657.79,SWEEP,MAGNET UP,POS,1,NEUTRAL,180139.0,1.0,HARD
1777383611,SPX,7110.0,2026-04-28,put,3900,1253.0,3.1,5.29,MID,NEUTRAL,2063100.0,7144.67,LOW,MAGNET UP,POS,0,,,,HARD
1777383611,SPX,7120.0,2026-04-28,put,3915,1261.0,3.1,7.17,MID,NEUTRAL,2807055.0,7144.67,LOW,MAGNET UP,POS,0,,,,HARD
1777383611,SPX,7140.0,2026-04-28,put,3928,1370.0,2.9,12.99,BID,BULLISH,5102472.0,7144.67,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383637,NVDA,215.0,2026-05-15,call,200,47412.0,,6.2,NEUTRAL,NEUTRAL,124000.0,210.4,SWEEP,MAGNET UP,POS,1,NEUTRAL,124000.0,3.0,HARD
1777383637,QQQ,661.0,2026-05-15,put,76,734.0,,13.49,NEUTRAL,NEUTRAL,102522.0,657.79,SWEEP,MAGNET UP,POS,1,NEUTRAL,102522.0,1.0,HARD
1777383799,SPX,7080.0,2026-04-28,put,4998,1694.0,3.0,1.7,BID,BULLISH,849660.0,7148.92,LOW,MAGNET UP,POS,0,,,,HARD
1777383799,SPX,7090.0,2026-04-28,put,5296,1678.0,3.2,2.3,ASK,BEARISH,1218080.0,7148.92,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383799,SPX,7155.0,2026-04-28,call,3398,994.0,3.4,11.3,ASK,BULLISH,3839740.0,7148.92,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383799,SPX,7205.0,2026-04-28,call,7159,1679.0,4.3,0.65,MID,NEUTRAL,465335.0,7148.92,LOW,MAGNET UP,POS,0,,,,HARD
1777383832,IWM,278.0,2026-04-28,call,7997,2282.0,3.5,0.42,ASK,BULLISH,335874.0,276.93,LOW,MAGNET FADE,NEG,0,,,,HARD
1777383832,QQQ,652.0,2026-04-28,put,7409,2305.0,3.2,0.35,BID,BULLISH,259315.0,659.25,LOW,MAGNET UP,POS,0,,,,HARD
1777383832,QQQ,657.0,2026-04-28,put,12783,2837.0,4.5,1.19,ASK,BEARISH,1521177.0,659.25,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383832,QQQ,662.0,2026-04-28,call,13782,2186.0,6.3,0.81,BID,BEARISH,1116342.0,659.25,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383832,QQQ,663.0,2026-04-28,call,12197,3709.0,3.3,0.54,BID,BEARISH,658638.0,659.25,LOW,MAGNET UP,POS,0,,,,HARD
1777383832,QQQ,656.0,2026-04-29,put,2535,546.0,4.6,3.08,ASK,BEARISH,780780.0,659.25,LOW,MAGNET UP,POS,0,,,,HARD
1777383832,QQQ,661.0,2026-04-29,call,1031,270.0,3.8,3.49,ASK,BULLISH,359819.0,659.25,LOW,MAGNET UP,POS,0,,,,HARD
1777383832,QQQ,650.0,2026-05-05,put,2567,597.0,4.3,5.44,ASK,BEARISH,1396448.0,659.25,LOW,MAGNET UP,POS,0,,,,HARD
1777383832,QQQ,680.0,2026-05-05,call,12389,560.0,22.1,1.3,ASK,BULLISH,1610570.0,659.25,HIGH,MAGNET UP,POS,0,,,,HARD
1777383832,QQQ,657.0,2026-05-08,call,1065,233.0,4.6,11.5,BID,BEARISH,1224750.0,659.25,LOW,MAGNET UP,POS,0,,,,HARD
1777383832,SPY,709.0,2026-04-28,put,25090,4795.0,5.2,0.47,BID,BULLISH,1179230.0,712.85,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777383832,SPY,711.0,2026-04-28,put,28239,6199.0,4.6,0.87,BID,BULLISH,2456793.0,712.85,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777383833,SPY,713.0,2026-04-28,call,31801,5188.0,6.1,1.41,BID,BEARISH,4483941.0,712.85,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777383833,SPY,715.0,2026-04-28,call,32228,10610.0,3.0,0.56,BID,BEARISH,1804768.0,712.85,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777383833,SPY,696.0,2026-04-29,call,541,101.0,5.4,17.24,ASK,BULLISH,932684.0,712.85,LOW,MAGNET FADE,NEG,0,,,,HARD
1777383833,SPY,710.0,2026-04-29,put,23119,24479.0,0.9,2.23,MID,NEUTRAL,5155537.0,712.85,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777383833,SPY,712.0,2026-04-29,call,3074,832.0,3.7,3.83,ASK,BULLISH,1177342.0,712.85,LOW,MAGNET FADE,NEG,0,,,,HARD
1777383833,SPY,725.0,2026-04-30,put,1076,205.0,5.2,12.52,MID,NEUTRAL,1347152.0,712.85,LOW,MAGNET FADE,NEG,0,,,,HARD
1777383833,SPY,728.0,2026-04-30,put,842,17.0,49.5,15.3,MID,NEUTRAL,1288260.0,712.85,LOW,MAGNET FADE,NEG,0,,,,HARD
1777383833,SPY,701.0,2026-05-04,call,2278,758.0,3.0,14.62,MID,NEUTRAL,3330436.0,712.85,LOW,MAGNET FADE,NEG,0,,,,HARD
1777383833,SPY,700.0,2026-05-05,call,625,165.0,3.8,15.96,ASK,BULLISH,997500.0,712.85,LOW,MAGNET FADE,NEG,0,,,,HARD
1777383833,VIX,20.0,2026-05-27,call,1805,609.0,3.0,2.4,MID,NEUTRAL,433200.0,18.53,LOW,MAGNET FADE,NEG,0,,,,HARD
1777383833,USO,138.0,2026-05-01,put,1014,96.0,10.6,4.4,ASK,BEARISH,446160.0,138.38,LOW,MAGNET UP,POS,0,,,,HARD
1777383833,AAPL,262.5,2026-04-29,call,1238,133.0,9.3,7.5,MID,NEUTRAL,928500.0,269.62,LOW,MAGNET UP,POS,0,,,,HARD
1777383833,NVDA,210.0,2026-04-29,call,20504,12148.0,1.7,4.25,MID,NEUTRAL,8714200.0,212.111,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383833,NVDA,212.5,2026-04-29,call,28139,5907.0,4.8,2.89,ASK,BULLISH,8132171.0,212.111,HIGH,MAGNET UP,POS,0,,,,HARD
1777383833,NVDA,215.0,2026-04-29,call,27529,15722.0,1.8,1.86,BID,BEARISH,5120394.0,212.111,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383833,GOOGL,340.0,2026-05-04,put,1035,85.0,12.2,6.2,MID,NEUTRAL,641700.0,348.6,LOW,MAGNET UP,POS,0,,,,HARD
1777383833,TSLA,375.0,2026-04-29,call,9541,2616.0,3.6,6.49,MID,NEUTRAL,6192109.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383833,TSLA,377.5,2026-04-29,call,8064,2477.0,3.3,5.16,MID,NEUTRAL,4161024.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383833,TSLA,380.0,2026-04-29,call,22700,7581.0,3.0,4.1,MID,NEUTRAL,9307000.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383833,TSLA,385.0,2026-04-29,call,12122,3922.0,3.1,2.51,BID,BEARISH,3042622.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383833,TSLA,357.5,2026-05-01,call,1645,495.0,3.3,21.73,ASK,BULLISH,3574585.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383833,AMD,325.0,2026-05-08,call,807,262.0,3.1,18.6,MID,NEUTRAL,1501020.0,324.83,LOW,MAGNET UP,POS,0,,,,HARD
1777383858,SPY,711.0,2026-04-28,call,206,2181.0,,2.49,NEUTRAL,NEUTRAL,51351.0,712.85,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,51351.0,6.0,HARD
1777383913,SPX,7065.0,2026-04-28,put,3838,1274.0,3.0,1.2,BID,BULLISH,460560.0,7148.01,LOW,MAGNET UP,POS,0,,,,HARD
1777383913,SPX,7100.0,2026-04-28,put,10719,3136.0,3.4,3.3,ASK,BEARISH,3537270.0,7148.01,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383914,GLW,170.0,2026-05-15,call,8170,8358.0,1.0,6.55,MID,NEUTRAL,5351350.0,161.2,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383914,TER,360.0,2026-05-15,put,743,97.0,7.7,18.3,MID,NEUTRAL,1359690.0,394.9,LOW,MAGNET UP,POS,0,,,,HARD
1777383944,CRWV,106.0,2026-05-01,call,1099,283.0,3.9,7.0,ASK,BULLISH,769300.0,108.44,LOW,MAGNET UP,POS,0,,,,HARD
1777384026,SPOT,415.0,2026-05-01,put,1045,154.0,6.8,6.87,BID,BULLISH,717915.0,425.36,LOW,MAGNET UP,POS,0,,,,HARD
1777384026,SPOT,415.0,2026-05-22,put,1000,4.0,250.0,19.92,ASK,BEARISH,1992000.0,425.36,LOW,MAGNET UP,POS,0,,,,HARD
1777384057,SPX,7070.0,2026-04-28,put,5521,1649.0,3.3,1.55,ASK,BEARISH,855755.0,7147.85,LOW,MAGNET UP,POS,0,,,,HARD
1777384057,SPX,7085.0,2026-04-28,put,4532,1489.0,3.0,2.2,BID,BULLISH,997040.0,7147.85,LOW,MAGNET UP,POS,0,,,,HARD
1777384057,SPX,7130.0,2026-04-28,call,1915,618.0,3.1,26.2,ASK,BULLISH,5017300.0,7147.85,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384057,SPX,7135.0,2026-04-28,put,5383,1709.0,3.1,9.76,BID,BULLISH,5253808.0,7147.85,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384057,SPX,7145.0,2026-04-28,put,3907,1371.0,2.8,13.4,BID,BULLISH,5235380.0,7147.85,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384057,SPX,7160.0,2026-04-28,put,2410,1319.0,1.8,21.5,ASK,BEARISH,5181500.0,7147.85,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384057,TTMI,130.0,2026-05-15,put,1001,72.0,13.9,8.8,MID,NEUTRAL,880880.0,139.335,LOW,MAGNET UP,POS,0,,,,HARD
1777384138,IWM,283.0,2026-05-15,put,74,205.0,,9.27,NEUTRAL,NEUTRAL,68598.0,276.93,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,68598.0,1.0,HARD
1777384169,IWM,275.0,2026-04-28,put,11749,3133.0,3.8,0.56,BID,BULLISH,657944.0,275.76,LOW,MAGNET FADE,NEG,0,,,,HARD
1777384169,IWM,276.0,2026-04-28,put,10584,3009.0,3.5,0.97,BID,BULLISH,1026648.0,275.76,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777384169,QQQ,664.0,2026-04-28,call,15155,4385.0,3.5,0.37,BID,BEARISH,560735.0,659.4,LOW,MAGNET UP,POS,0,,,,HARD
1777384169,QQQ,658.0,2026-04-29,call,3299,1033.0,3.2,5.22,MID,NEUTRAL,1722078.0,659.4,LOW,MAGNET UP,POS,0,,,,HARD
1777384169,QQQ,660.0,2026-04-29,call,3852,1110.0,3.5,4.06,BID,BEARISH,1563912.0,659.4,LOW,MAGNET UP,POS,0,,,,HARD
1777384169,QQQ,632.0,2026-05-01,put,3126,752.0,4.2,0.85,ASK,BEARISH,265710.0,659.4,LOW,MAGNET UP,POS,0,,,,HARD
1777384169,QQQ,658.0,2026-05-01,put,3329,947.0,3.5,6.04,MID,NEUTRAL,2010716.0,659.4,LOW,MAGNET UP,POS,0,,,,HARD
1777384169,SPY,710.0,2026-04-28,put,33116,9248.0,3.6,0.7,BID,BULLISH,2318120.0,712.41,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777384169,SPY,712.0,2026-04-28,put,30688,8685.0,3.5,1.32,ASK,BEARISH,4050816.0,712.41,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777384169,SPY,714.0,2026-04-28,call,36017,9574.0,3.8,0.75,BID,BEARISH,2701275.0,712.41,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777384169,SPY,711.0,2026-04-29,put,7339,1900.0,3.9,2.67,BID,BULLISH,1959513.0,712.41,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777384169,SPY,711.0,2026-04-29,call,3168,898.0,3.5,4.22,MID,NEUTRAL,1336896.0,712.41,LOW,MAGNET FADE,NEG,0,,,,HARD
1777384169,SPY,713.0,2026-04-29,call,4109,1210.0,3.4,3.01,BID,BEARISH,1236809.0,712.41,LOW,MAGNET FADE,NEG,0,,,,HARD
1777384169,SPY,700.0,2026-05-04,call,1765,591.0,3.0,15.3,ASK,BULLISH,2700450.0,712.41,LOW,MAGNET FADE,NEG,0,,,,HARD
1777384169,SPY,706.0,2026-05-04,call,722,218.0,3.3,10.57,ASK,BULLISH,763154.0,712.41,LOW,MAGNET FADE,NEG,0,,,,HARD
1777384169,SPX,7060.0,2026-04-28,put,6037,2034.0,3.0,1.1,MID,NEUTRAL,664070.0,7147.24,LOW,MAGNET UP,POS,0,,,,HARD
1777384169,NVDA,217.5,2026-04-29,call,32987,9391.0,3.5,1.16,BID,BEARISH,3826492.0,212.16,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384169,NVDA,210.0,2026-05-01,call,12514,38966.0,0.3,5.75,MID,NEUTRAL,7195550.0,212.16,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384197,QQQ,660.0,2026-04-28,call,525,2759.0,,1.43,NEUTRAL,NEUTRAL,82722.0,659.4,SWEEP,MAGNET UP,POS,1,NEUTRAL,82722.0,10.0,HARD
1777384197,QQQ,659.0,2026-04-28,call,368,2039.0,,1.9,NEUTRAL,NEUTRAL,77418.0,659.4,SWEEP,MAGNET UP,POS,1,NEUTRAL,77418.0,9.0,HARD
1777384197,SPY,714.0,2026-04-28,call,734,9574.0,,0.65,NEUTRAL,NEUTRAL,51310.0,712.41,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,51310.0,11.0,HARD
1777384197,SPY,712.0,2026-04-28,put,545,8685.0,,1.43,NEUTRAL,NEUTRAL,76390.0,712.41,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,76390.0,7.0,HARD
1777384197,QQQ,656.0,2026-04-28,call,201,818.0,,4.24,NEUTRAL,NEUTRAL,85222.0,659.4,SWEEP,MAGNET UP,POS,1,NEUTRAL,85222.0,2.0,HARD
1777384201,TSLA,375.0,2026-04-29,put,9327,2934.0,3.2,3.4,BID,BULLISH,3171180.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384201,TSLA,377.5,2026-04-29,put,9069,2612.0,3.5,4.45,BID,BULLISH,4035705.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384201,TSLA,382.5,2026-04-29,call,7800,2518.0,3.1,3.66,MID,NEUTRAL,2854800.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384201,TSLA,397.5,2026-04-29,call,5405,1775.0,3.0,0.81,BID,BEARISH,437805.0,377.4479,LOW,MAGNET UP,POS,0,,,,HARD
1777384201,TSLA,370.0,2026-05-01,call,4094,5928.0,0.7,12.72,BID,BEARISH,5207568.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384201,TSLA,380.0,2026-05-01,call,7953,15759.0,0.5,7.1,MID,NEUTRAL,5646630.0,377.4479,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384203,SPY,710.0,2026-05-15,call,500,33025.0,,12.15,NEUTRAL,NEUTRAL,607500.0,712.41,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,607500.0,1.0,HARD
1777384255,AMD,322.5,2026-05-01,call,1902,636.0,3.0,10.35,MID,NEUTRAL,1968570.0,323.8,LOW,MAGNET UP,POS,0,,,,HARD
1777384255,AMD,330.0,2026-05-01,call,4517,1421.0,3.2,7.14,ASK,BULLISH,3225138.0,323.8,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384255,ALAB,175.0,2026-05-01,put,2043,527.0,3.9,4.1,BID,BULLISH,837630.0,185.95,LOW,MAGNET UP,POS,0,,,,HARD
1777384255,ALAB,197.5,2026-05-01,call,2034,138.0,14.7,4.15,ASK,BULLISH,844110.0,185.95,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777384285,SMH,545.0,2026-05-08,call,1775,206.0,8.6,1.6,MID,NEUTRAL,284000.0,493.75,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384285,MDB,255.0,2026-05-01,put,500,23.0,21.7,5.35,MID,NEUTRAL,267500.0,264.46,LOW,MAGNET UP,POS,0,,,,SOFT
1777384285,HOOD,87.0,2026-05-22,call,760,86.0,8.8,4.89,MID,NEUTRAL,371640.0,82.66,LOW,MAGNET UP,POS,0,,,,SOFT
1777384316,SPX,7145.0,2026-04-29,call,591,187.0,3.2,29.31,BID,BEARISH,1732221.0,7145.82,LOW,MAGNET UP,POS,0,,,,SOFT
1777384343,NDX,26100.0,2026-05-15,put,22,,,195.1,NEUTRAL,NEUTRAL,428210.0,27374.16,SWEEP,PINNING,POS,1,NEUTRAL,428210.0,2.0,SOFT
1777384374,NVDA,210.0,2026-05-15,call,451,113615.0,,8.85,NEUTRAL,NEUTRAL,399135.0,212.16,SWEEP,MAGNET UP,POS,1,NEUTRAL,399135.0,1.0,SOFT
1777384480,SPX,7075.0,2026-04-28,put,7394,2502.0,3.0,1.65,BID,BULLISH,1220010.0,7139.99,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384480,SPX,7125.0,2026-04-28,put,6984,2507.0,2.8,8.45,BID,BULLISH,5901480.0,7139.99,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384480,SPX,7165.0,2026-04-28,put,1875,960.0,2.0,28.7,BID,BULLISH,5381250.0,7139.99,LOW,MAGNET UP,POS,0,,,,SOFT
1777384480,SPX,7200.0,2026-04-28,call,16437,5250.0,3.1,0.6,ASK,BULLISH,986220.0,7139.99,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384511,IWM,276.0,2026-04-28,call,6228,2036.0,3.1,0.56,BID,BEARISH,348768.0,275.35,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384511,IWM,277.0,2026-04-28,call,13786,4322.0,3.2,0.27,BID,BEARISH,372222.0,275.35,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384511,QQQ,654.0,2026-04-28,put,17948,5494.0,3.3,0.7,BID,BULLISH,1256360.0,657.9359,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384511,QQQ,654.0,2026-04-28,call,1247,411.0,3.0,4.79,ASK,BULLISH,597313.0,657.9359,LOW,MAGNET UP,POS,0,,,,SOFT
1777384511,QQQ,655.0,2026-04-28,put,26299,7837.0,3.4,0.91,BID,BULLISH,2393209.0,657.9359,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384511,QQQ,658.0,2026-04-28,put,23407,4916.0,4.8,2.01,ASK,BEARISH,4704807.0,657.9359,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384511,QQQ,659.0,2026-04-28,put,17213,4714.0,3.7,2.48,BID,BULLISH,4268824.0,657.9359,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384511,QQQ,659.0,2026-04-29,put,2289,626.0,3.7,4.9,ASK,BEARISH,1121610.0,657.9359,LOW,MAGNET UP,POS,0,,,,SOFT
1777384511,QQQ,659.0,2026-04-29,call,2935,833.0,3.5,3.88,BID,BEARISH,1138780.0,657.9359,LOW,MAGNET UP,POS,0,,,,SOFT
1777384511,QQQ,659.0,2026-05-08,call,4166,969.0,4.3,9.96,ASK,BULLISH,4149336.0,657.9359,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384511,SPY,708.0,2026-04-28,put,20147,5936.0,3.4,0.47,ASK,BEARISH,946909.0,711.5262,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384511,SPY,713.0,2026-04-28,put,29621,9013.0,3.3,2.25,ASK,BEARISH,6664725.0,711.5262,MEDIUM,MAGNET FADE,NEG,0,,,,SOFT
1777384511,SPY,715.0,2026-05-01,call,14441,8875.0,1.6,3.7,ASK,BULLISH,5343170.0,711.5262,MEDIUM,MAGNET FADE,NEG,0,,,,SOFT
1777384511,SPY,724.0,2026-05-01,put,2796,694.0,4.0,12.9,BID,BULLISH,3606840.0,711.5262,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384511,SPY,701.0,2026-05-08,call,2735,812.0,3.4,15.66,MID,NEUTRAL,4283010.0,711.5262,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384511,SPY,712.0,2026-05-08,call,4420,1037.0,4.3,8.15,ASK,BULLISH,3602300.0,711.5262,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384594,QQQ,657.0,2026-04-28,put,363,2837.0,,1.82,NEUTRAL,NEUTRAL,63218.0,657.9359,SWEEP,MAGNET UP,POS,1,NEUTRAL,63218.0,12.0,SOFT
1777384594,NVDA,220.0,2026-05-15,call,11917,46345.0,0.3,4.2,ASK,BULLISH,5005140.0,211.555,HIGH,MAGNET UP,POS,0,,,,SOFT
1777384594,GOOG,345.0,2026-05-01,put,1088,272.0,4.0,9.2,MID,NEUTRAL,1000960.0,345.98,LOW,MAGNET UP,POS,0,,,,SOFT
1777384594,TSLA,372.5,2026-04-29,call,3424,947.0,3.6,7.1,ASK,BULLISH,2431040.0,377.81,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384594,TSLA,380.0,2026-04-29,put,7103,5686.0,1.2,7.16,MID,NEUTRAL,5085748.0,377.81,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384625,SPX,7155.0,2026-04-28,put,2036,681.0,3.0,26.9,ASK,BEARISH,5476840.0,7133.86,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384625,SPX,7180.0,2026-04-28,put,1151,551.0,2.1,47.45,MID,NEUTRAL,5461495.0,7133.86,LOW,MAGNET UP,POS,0,,,,SOFT
1777384625,SPX,7035.0,2026-04-29,put,879,281.0,3.1,6.06,ASK,BEARISH,532674.0,7133.86,LOW,MAGNET UP,POS,0,,,,SOFT
1777384625,COHR,282.5,2026-05-01,put,1202,70.0,17.2,5.3,MID,NEUTRAL,637060.0,305.1375,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384625,COHR,320.0,2026-05-01,call,1207,249.0,4.8,7.81,MID,NEUTRAL,942667.0,305.1375,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384625,CIEN,445.0,2026-05-01,put,802,172.0,4.7,7.51,MID,NEUTRAL,602302.0,474.98,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384625,CIEN,502.5,2026-05-01,call,802,45.0,17.8,10.0,MID,NEUTRAL,802000.0,474.98,LOW,MAGNET FADE,NEG,0,,,,SOFT
1777384625,OKLO,73.0,2026-05-08,put,1021,181.0,5.6,6.4,MID,NEUTRAL,653440.0,71.325,LOW,MAGNET UP,POS,0,,,,SOFT
1777384656,NVDA,215.0,2026-05-15,call,500,47412.0,,6.1,NEUTRAL,NEUTRAL,305000.0,211.555,SWEEP,MAGNET UP,POS,1,NEUTRAL,305000.0,1.0,SOFT
1777384708,QQQ,655.0,2026-04-28,call,150,1986.0,,3.83,NEUTRAL,NEUTRAL,57450.0,657.9359,SWEEP,MAGNET UP,POS,1,NEUTRAL,57450.0,1.0,SOFT
1777384763,SPX,7140.0,2026-04-29,call,626,193.0,3.2,29.0,BID,BEARISH,1815400.0,7139.92,LOW,MAGNET UP,POS,0,,,,SOFT
1777384764,CLS,372.5,2026-05-15,call,602,1.0,602.0,30.05,ASK,BULLISH,1809010.0,373.96,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384764,SPY,712.0,2026-04-28,put,476,8685.0,,1.6,NEUTRAL,NEUTRAL,76188.0,711.5262,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,76188.0,8.0,SOFT
1777384764,QQQ,664.0,2026-04-28,put,171,3972.0,,5.8,NEUTRAL,NEUTRAL,99180.0,657.9359,SWEEP,MAGNET UP,POS,1,NEUTRAL,99180.0,1.0,SOFT
1777384874,SPY,711.0,2026-04-28,call,351,2181.0,,1.65,NEUTRAL,NEUTRAL,57917.0,711.5262,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,57917.0,2.0,SOFT
1777384905,QQQ,655.0,2026-04-28,call,5938,1986.0,3.0,4.3,ASK,BULLISH,2553340.0,658.5637,HIGH,MAGNET UP,POS,0,,,,SOFT
1777384905,QQQ,649.0,2026-04-29,put,1698,515.0,3.3,1.54,ASK,BEARISH,261492.0,658.5637,LOW,MAGNET UP,POS,0,,,,SOFT
1777384905,QQQ,656.0,2026-04-29,call,2676,872.0,3.1,5.84,BID,BEARISH,1562784.0,658.5637,LOW,MAGNET UP,POS,0,,,,SOFT
1777384905,QQQ,640.0,2026-05-15,put,8561,34015.0,0.3,6.09,BID,BULLISH,5213649.0,658.5637,MEDIUM,MAGNET UP,POS,0,,,,SOFT
1777384905,SPY,710.0,2026-04-28,call,8849,2904.0,3.0,2.4,BID,BEARISH,2123760.0,711.63,MEDIUM,MAGNET FADE,NEG,0,,,,SOFT
