ts,ticker,strike,expiration,option_type,volume,oi,vol_oi,last_price,side,sentiment,notional,spot,conviction,signal,regime,is_sweep,sweep_side,sweep_notional,sweep_venues,macro_regime_tag
1777383279,SPX,7170.0,2026-04-28,put,1661,1124.0,1.5,35.45,ASK,BEARISH,5888245.0,7137.28,LOW,MAGNET UP,POS,0,,,,HARD
1777383279,SPX,7175.0,2026-04-28,put,1575,1606.0,1.0,39.4,MID,NEUTRAL,6205500.0,7137.28,LOW,MAGNET UP,POS,0,,,,HARD
1777383279,SPX,7190.0,2026-04-28,call,4681,1394.0,3.4,1.2,ASK,BULLISH,561720.0,7137.28,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383279,QQQ,656.0,2026-05-15,put,60,3733.0,,11.55,NEUTRAL,NEUTRAL,69300.0,664.23,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,69300.0,1.0,HARD
1777383340,QQQ,657.0,2026-05-15,call,40,2297.0,,12.98,NEUTRAL,NEUTRAL,52263.0,664.23,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,52263.0,1.0,HARD
1777383340,SPY,714.0,2026-04-28,call,971,9574.0,,0.63,NEUTRAL,NEUTRAL,60194.0,715.17,SWEEP,MAGNET FADE,NEG,1,NEUTRAL,60194.0,4.0,HARD
1777383371,QQQ,653.0,2026-04-28,put,8640,2648.0,3.3,0.66,BID,BULLISH,570240.0,657.79,LOW,MAGNET UP,POS,0,,,,HARD
1777383371,QQQ,656.0,2026-04-28,put,9751,3169.0,3.1,1.39,BID,BULLISH,1355389.0,657.79,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383371,QQQ,656.0,2026-04-28,call,7217,818.0,8.8,3.17,BID,BEARISH,2287789.0,657.79,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383371,QQQ,657.0,2026-04-28,call,7723,488.0,15.8,2.56,ASK,BULLISH,1977088.0,657.79,HIGH,MAGNET UP,POS,0,,,,HARD
1777383371,QQQ,658.0,2026-04-28,call,6581,1283.0,5.1,1.96,BID,BEARISH,1289876.0,657.79,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383371,QQQ,659.0,2026-04-28,call,9911,2039.0,4.9,1.46,ASK,BULLISH,1447006.0,657.79,HIGH,MAGNET UP,POS,0,,,,HARD
1777383371,QQQ,660.0,2026-04-28,call,12745,2759.0,4.6,1.04,ASK,BULLISH,1325480.0,657.79,HIGH,MAGNET UP,POS,0,,,,HARD
1777383371,QQQ,661.0,2026-04-28,call,6083,1730.0,3.5,0.74,ASK,BULLISH,450142.0,657.79,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383371,QQQ,657.0,2026-04-29,call,1341,331.0,4.1,4.7,ASK,BULLISH,630270.0,657.79,LOW,MAGNET UP,POS,0,,,,HARD
1777383371,QQQ,680.0,2026-04-29,put,764,12.0,63.7,24.2,ASK,BEARISH,1848880.0,657.79,LOW,MAGNET UP,POS,0,,,,HARD
1777383371,SPY,711.0,2026-04-28,call,11048,2181.0,5.1,2.07,MID,NEUTRAL,2286936.0,711.81,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777383371,SPY,712.0,2026-04-28,call,23298,2122.0,11.0,1.49,ASK,BULLISH,3471402.0,711.81,MEDIUM,MAGNET FADE,NEG,0,,,,HARD
1777383371,SPX,7130.0,2026-04-28,put,3803,1079.0,3.5,11.2,ASK,BEARISH,4259360.0,7141.76,LOW,MAGNET UP,POS,0,,,,HARD
1777383371,SPX,7180.0,2026-04-28,call,5760,1839.0,3.1,2.25,BID,BEARISH,1296000.0,7141.76,MEDIUM,MAGNET UP,POS,0,,,,HARD
1777383457,AMD,240.0,2026-09-18,call,655,1470.0,0.4,91.38,BID,BEARISH,5985390.0,321.81,LOW,MAGNET UP,POS,0,,,,HARD
1777383457,MU,450.0,2026-06-05,call,1178,34.0,34.6,81.8,BID,BEARISH,9636040.0,511.7877,MEDIUM,MAGNET UP,POS,0,,,,HARD
