status,cum_ofi,abs_ofi,n_quotes,n_trades,total_volume,mean_spread,std_spread,mean_mp_dev_abs,spread_spike_minutes,day,ticker,vix1d_prior,vix9d_prior,vix_spread_prior
ok,-235627.0,235627.0,5871199.0,43891.0,3095967.0,0.026858868813293003,0.03574650616452368,0.004907991290240443,19.0,2025-11-13,SPY,12.06,15.37,-3.3099999999999987
ok,-11923.0,11923.0,11883405.0,23273.0,1271979.0,0.0313377298431217,0.023349654626077663,0.005328696310644804,27.0,2025-11-13,QQQ,12.06,15.37,-3.3099999999999987
ok,814496.0,814496.0,5921423.0,41524.0,2694826.0,0.028936636323319827,0.06031224595341014,0.00539296015006136,25.0,2025-11-14,SPY,17.05,19.17,-2.120000000000001
ok,-832932.0,832932.0,9164564.0,29117.0,1597968.0,0.033160198138988115,0.0527075982598056,0.005528300383068747,24.0,2025-11-14,QQQ,17.05,19.17,-2.120000000000001
ok,-189422.0,189422.0,7421914.0,45995.0,2451324.0,0.030654738598505815,1.9824500334998163,0.007931116391141248,18.0,2025-11-17,SPY,18.5,18.61,-0.10999999999999943
ok,-1453030.0,1453030.0,8692998.0,15566.0,964651.0,0.04205346063414301,0.05679642225838993,0.007012687131113335,23.0,2025-11-17,QQQ,18.5,18.61,-0.10999999999999943
ok,2117398.0,2117398.0,8930537.0,81948.0,4044996.0,0.026347216612501983,0.05236819968935231,0.004892061885495194,25.0,2025-11-18,SPY,19.4,22.33,-2.9299999999999997
ok,1928518.0,1928518.0,8974749.0,23480.0,1472668.0,0.05520303971810421,0.0498796383902658,0.00834268372871083,23.0,2025-11-18,QQQ,19.4,22.33,-2.9299999999999997
ok,-293782.0,293782.0,7479496.0,52028.0,2452953.0,0.023690596917724047,0.026626728908521535,0.004816911956889626,22.0,2025-11-19,SPY,20.92,25.18,-4.259999999999998
ok,-579148.0,579148.0,9113111.0,21871.0,1293072.0,0.03971953427003724,0.028749009482660633,0.0062445145114702555,22.0,2025-11-19,QQQ,20.92,25.18,-4.259999999999998
ok,-29207.0,29207.0,10794171.0,117035.0,5987443.0,0.030152310011080884,0.029626573621436725,0.005935635366724457,28.0,2025-11-20,SPY,26.9,23.1,3.799999999999997
ok,-2715713.0,2715713.0,10066965.0,29019.0,1892221.0,0.05986340865661281,0.054192963016363595,0.009305640287839307,23.0,2025-11-20,QQQ,26.9,23.1,3.799999999999997
ok,499946.0,499946.0,3916941.0,27075.0,2166259.0,0.07273695798584491,0.05348212372244134,0.01512488522270356,21.0,2025-11-21,SPY,29.17,26.35,2.8200000000000003
ok,-888329.0,888329.0,11860854.0,34100.0,2271567.0,0.04475701030079505,0.046783202317223445,0.006680939971605425,23.0,2025-11-21,QQQ,29.17,26.35,2.8200000000000003
ok,-764697.0,764697.0,2555951.0,22978.0,2029921.0,0.043691141776184036,0.058043605998812996,0.008059428883333,25.0,2025-11-24,SPY,23.32,21.51,1.8099999999999987
ok,-330684.0,330684.0,5164140.0,20279.0,1287139.0,0.04285138887893826,0.05272144857707268,0.007657962593147259,20.0,2025-11-24,QQQ,23.32,21.51,1.8099999999999987
ok,-855766.0,855766.0,1391481.0,17372.0,1361276.0,0.05654391203578936,0.06200092040037685,0.011650252729578117,11.0,2025-11-25,SPY,14.29,18.55,-4.260000000000002
ok,424916.0,424916.0,6664173.0,24366.0,1419703.0,0.03626828063448707,0.03850095531812353,0.006271697729147536,25.0,2025-11-25,QQQ,14.29,18.55,-4.260000000000002
ok,556270.0,556270.0,1814031.0,18467.0,1166254.0,0.03550328056281755,0.03758036860945193,0.007410376679538538,15.0,2025-11-26,SPY,11.74,15.39,-3.6500000000000004
ok,444074.0,444074.0,4477228.0,13789.0,910409.0,0.04040827899887665,0.043292653867642826,0.007184576402392888,23.0,2025-11-26,QQQ,11.74,15.39,-3.6500000000000004
ok,-278216.0,278216.0,701967.0,16057.0,1043098.0,0.33762058624827873,10.810338766472363,0.1481486235289228,13.0,2025-11-28,SPY,14.72,13.33,1.3900000000000006
ok,100708.0,100708.0,1606067.0,8826.0,556010.0,0.0342860729437231,0.038583052777332864,0.0059727480295930085,15.0,2025-11-28,QQQ,14.72,13.33,1.3900000000000006
ok,312280.0,312280.0,2033945.0,17678.0,1310390.0,0.03581315688683542,0.037365281593524126,0.006597941407760863,17.0,2025-12-01,SPY,11.08,13.61,-2.5299999999999994
ok,1426971.0,1426971.0,6025782.0,12412.0,782138.0,0.03041720809124866,0.030266560393087585,0.005410976418737099,24.0,2025-12-01,QQQ,11.08,13.61,-2.5299999999999994
ok,134775.0,134775.0,2035395.0,18303.0,1064296.0,0.0375951572988601,0.03415132376110515,0.007766286442526991,12.0,2025-12-02,SPY,11.74,16.55,-4.8100000000000005
ok,1476633.0,1476633.0,5655475.0,14635.0,805785.0,0.030063461178698347,0.02012549611628771,0.005425255934297317,13.0,2025-12-02,QQQ,11.74,16.55,-4.8100000000000005
ok,40511.0,40511.0,1870673.0,18812.0,1120875.0,0.036744556763084496,0.039604270290042286,0.007976148310989922,20.0,2025-12-03,SPY,10.48,15.42,-4.9399999999999995
ok,-135343.0,135343.0,3543786.0,11591.0,710374.0,0.04058241361629853,0.03619977654239277,0.007097037875612164,14.0,2025-12-03,QQQ,10.48,15.42,-4.9399999999999995
ok,1059118.0,1059118.0,2008940.0,16101.0,951518.0,0.0336022383977202,0.038166764345896,0.0061041326617469315,21.0,2025-12-04,SPY,9.84,14.46,-4.620000000000001
ok,723883.0,723883.0,4700792.0,15283.0,880120.0,0.027951492003900957,0.12597003309937227,0.005263824484858979,27.0,2025-12-04,QQQ,9.84,14.46,-4.620000000000001
ok,-1763961.0,1763961.0,1690882.0,17013.0,1106480.0,0.03451879227456007,0.036674905083655625,0.006318789576718698,18.0,2025-12-05,SPY,10.34,14.3,-3.960000000000001
ok,747320.0,747320.0,6299264.0,25033.0,1408239.0,0.019448037387420656,0.026984422142135485,0.0034987748002177107,19.0,2025-12-05,QQQ,10.34,14.3,-3.960000000000001
ok,-261446.0,261446.0,2851178.0,23808.0,1221450.0,0.02377752945892793,0.02653621521691367,0.005020064827872481,19.0,2025-12-08,SPY,9.92,13.9,-3.9800000000000004
ok,-4309925.0,4309925.0,4726097.0,12570.0,845479.0,0.029433492288821656,0.0209551251261536,0.005550173486396448,14.0,2025-12-08,QQQ,9.92,13.9,-3.9800000000000004
ok,-345182.0,345182.0,2432469.0,28614.0,1418664.0,0.01886659875204765,0.028372127314499042,0.003424325946543557,18.0,2025-12-09,SPY,9.39,16.29,-6.899999999999999
ok,62111.0,62111.0,4371403.0,17318.0,1091878.0,0.02004154048658999,0.05233450916430064,0.00381774536351842,24.0,2025-12-09,QQQ,9.39,16.29,-6.899999999999999
ok,-548123.0,548123.0,4227869.0,40355.0,2292894.0,0.028508796516068063,0.038930427996659744,0.004855162144877557,20.0,2025-12-10,SPY,13.7,16.3,-2.6000000000000014
ok,-316515.0,316515.0,6443562.0,16707.0,1031498.0,0.030967243510026953,0.027342117852564345,0.0052793191376073936,29.0,2025-12-10,QQQ,13.7,16.3,-2.6000000000000014
ok,650515.0,650515.0,4090852.0,43670.0,2322144.0,0.019113941873679492,0.02194483638721457,0.003590868696812648,15.0,2025-12-11,SPY,11.69,14.68,-2.99
ok,-1021889.0,1021889.0,7380264.0,25689.0,1603524.0,0.02324050192804838,0.020463149486881268,0.0038784352003766055,23.0,2025-12-11,QQQ,11.69,14.68,-2.99
ok,-788461.0,788461.0,3477748.0,34009.0,1851424.0,0.04354918266829495,0.05919641435699515,0.009762097023838541,9.0,2025-12-12,SPY,10.7,12.46,-1.7600000000000016
ok,1462533.0,1462533.0,8919146.0,24633.0,1585963.0,0.03103580977871378,0.0208580077184172,0.005368840004800512,21.0,2025-12-12,QQQ,10.7,12.46,-1.7600000000000016
ok,-281106.0,281106.0,5268858.0,48859.0,2234340.0,0.019521140559434363,0.03991684285253154,0.003451470329036356,19.0,2025-12-15,SPY,12.42,13.48,-1.0600000000000005
ok,2278713.0,2278713.0,4991112.0,10932.0,639319.0,0.04748525579069368,0.025582475004674476,0.007639241379890922,13.0,2025-12-15,QQQ,12.42,13.48,-1.0600000000000005
