ticker,tod_bucket,feature,percentile,value,n_obs
QQQ,afternoon,ofi_trailing_5m,1,-143077.18,10980
QQQ,afternoon,ofi_trailing_5m,5,-88222.34999999999,10980
QQQ,afternoon,ofi_trailing_5m,10,-64931.9,10980
QQQ,afternoon,ofi_trailing_5m,25,-30736.0,10980
QQQ,afternoon,ofi_trailing_5m,50,1101.0,10980
QQQ,afternoon,ofi_trailing_5m,75,32687.5,10980
QQQ,afternoon,ofi_trailing_5m,90,65213.3,10980
QQQ,afternoon,ofi_trailing_5m,95,87598.54999999997,10980
QQQ,afternoon,ofi_trailing_5m,99,134927.67999999982,10980
QQQ,afternoon,mean_spread,1,0.012003007123236204,10980
QQQ,afternoon,mean_spread,5,0.013093173029453406,10980
QQQ,afternoon,mean_spread,10,0.014434015604942417,10980
QQQ,afternoon,mean_spread,25,0.018245913095017035,10980
QQQ,afternoon,mean_spread,50,0.02477879153100149,10980
QQQ,afternoon,mean_spread,75,0.031660303065868756,10980
QQQ,afternoon,mean_spread,90,0.040135319470336314,10980
QQQ,afternoon,mean_spread,95,0.04827195601537729,10980
QQQ,afternoon,mean_spread,99,0.0755806727201693,10980
QQQ,afternoon,mean_mp_dev,1,-0.003976934543266015,10980
QQQ,afternoon,mean_mp_dev,5,-0.0022015261424513906,10980
QQQ,afternoon,mean_mp_dev,10,-0.0016163227533240547,10980
QQQ,afternoon,mean_mp_dev,25,-0.0008159608237710469,10980
QQQ,afternoon,mean_mp_dev,50,-3.713771729503516e-05,10980
QQQ,afternoon,mean_mp_dev,75,0.0007461123739914298,10980
QQQ,afternoon,mean_mp_dev,90,0.0015345222355513776,10980
QQQ,afternoon,mean_mp_dev,95,0.0021561133823176874,10980
