ts_event,rtype,publisher_id,instrument_id,open,high,low,close,volume,symbol
2026-03-31 15:21:00+00:00,33,95,10996,322.0,322.69,321.8,322.06,3628,MU
2026-03-31 15:21:00+00:00,33,95,16253,326.47,326.86,326.32,326.62,4196,TSM
2026-03-31 15:22:00+00:00,33,95,10996,322.05,322.72,321.92,322.46,2198,MU
2026-03-31 15:22:00+00:00,33,95,16253,326.59,327.05,326.59,326.9,530,TSM
2026-03-31 15:23:00+00:00,33,95,16253,326.83,327.09,326.78,326.81,1611,TSM
2026-03-31 15:23:00+00:00,33,95,10996,322.52,323.62,322.46,323.62,1627,MU
2026-03-31 15:24:00+00:00,33,95,10996,323.61,323.99,323.04,323.845,1837,MU
2026-03-31 15:24:00+00:00,33,95,16253,326.86,327.31,326.86,327.27,361,TSM
2026-03-31 15:25:00+00:00,33,95,10996,323.67,323.9,323.21,323.41,4140,MU
2026-03-31 15:25:00+00:00,33,95,16253,327.24,327.31,327.17,327.2,268,TSM
2026-03-31 15:26:00+00:00,33,95,10996,323.4,323.69,322.81,322.94,3331,MU
2026-03-31 15:26:00+00:00,33,95,16253,327.1,327.1,326.46,326.515,708,TSM
2026-03-31 15:27:00+00:00,33,95,10996,322.69,323.205,322.615,323.185,2376,MU
2026-03-31 15:27:00+00:00,33,95,16253,326.45,326.45,326.23,326.335,1715,TSM
2026-03-31 15:28:00+00:00,33,95,16253,326.28,326.46,326.17,326.28,1388,TSM
2026-03-31 15:28:00+00:00,33,95,10996,323.16,324.26,323.16,323.82,1440,MU
2026-03-31 15:29:00+00:00,33,95,16253,326.34,326.39,325.99,325.99,972,TSM
2026-03-31 15:29:00+00:00,33,95,10996,323.78,324.225,323.645,323.645,1545,MU
2026-03-31 15:30:00+00:00,33,95,10996,323.69,323.69,322.97,323.28,1153,MU
2026-03-31 15:30:00+00:00,33,95,16253,325.89,326.03,325.78,325.88,512,TSM
2026-03-31 15:31:00+00:00,33,95,16253,325.9,325.98,325.86,325.86,122,TSM
2026-03-31 15:31:00+00:00,33,95,10996,323.3,323.36,322.7,323.36,1152,MU
2026-03-31 15:32:00+00:00,33,95,10996,323.8,323.82,322.6,322.6,1389,MU
2026-03-31 15:32:00+00:00,33,95,16253,326.05,326.14,325.77,325.77,1227,TSM
2026-03-31 15:33:00+00:00,33,95,16253,325.705,326.07,325.705,326.06,439,TSM
2026-03-31 15:33:00+00:00,33,95,10996,322.72,322.87,322.49,322.61,1151,MU
2026-03-31 15:34:00+00:00,33,95,10996,322.56,322.65,321.88,322.385,2954,MU
2026-03-31 15:34:00+00:00,33,95,16253,326.28,326.28,326.015,326.13,1783,TSM
2026-03-31 15:35:00+00:00,33,95,10996,322.385,323.13,321.53,322.0,7250,MU
2026-03-31 15:35:00+00:00,33,95,16253,326.14,326.68,326.14,326.435,847,TSM
2026-03-31 15:36:00+00:00,33,95,16253,326.4,326.46,326.21,326.46,869,TSM
2026-03-31 15:36:00+00:00,33,95,10996,321.995,322.33,321.96,322.07,8164,MU
2026-03-31 15:37:00+00:00,33,95,10996,322.07,322.4,320.52,320.75,3475,MU
2026-03-31 15:37:00+00:00,33,95,16253,326.56,326.56,326.22,326.245,321,TSM
2026-03-31 15:38:00+00:00,33,95,16253,326.3,326.52,326.3,326.46,265,TSM
2026-03-31 15:38:00+00:00,33,95,10996,321.0,321.45,320.725,320.83,2433,MU
2026-03-31 15:39:00+00:00,33,95,16253,326.3,326.46,326.24,326.28,906,TSM
2026-03-31 15:39:00+00:00,33,95,10996,321.07,321.31,320.35,320.4,3217,MU
2026-03-31 15:40:00+00:00,33,95,16253,326.22,326.31,326.15,326.15,491,TSM
2026-03-31 15:40:00+00:00,33,95,10996,320.36,320.85,320.36,320.49,2460,MU
2026-03-31 15:41:00+00:00,33,95,16253,326.0,326.01,325.75,325.92,541,TSM
2026-03-31 15:41:00+00:00,33,95,10996,320.3,320.33,319.65,319.93,4846,MU
2026-03-31 15:42:00+00:00,33,95,16253,325.87,325.87,325.59,325.7,6122,TSM
2026-03-31 15:42:00+00:00,33,95,10996,320.1,320.12,318.88,319.225,4118,MU
2026-03-31 15:43:00+00:00,33,95,16253,325.74,325.84,325.42,325.57,358,TSM
2026-03-31 15:43:00+00:00,33,95,10996,319.18,319.51,318.89,318.94,3746,MU
2026-03-31 15:44:00+00:00,33,95,16253,325.54,325.62,325.35,325.58,1381,TSM
2026-03-31 15:44:00+00:00,33,95,10996,319.0,319.4,318.89,319.135,3220,MU
2026-03-31 15:45:00+00:00,33,95,10996,319.0,319.0,318.0,318.0,4274,MU
2026-03-31 15:45:00+00:00,33,95,16253,325.56,325.675,325.52,325.52,379,TSM
2026-03-31 15:46:00+00:00,33,95,16253,325.51,325.555,325.15,325.555,511,TSM
2026-03-31 15:46:00+00:00,33,95,10996,317.9,318.04,317.0,317.07,4257,MU
2026-03-31 15:47:00+00:00,33,95,16253,325.49,325.67,325.43,325.6,357,TSM
2026-03-31 15:47:00+00:00,33,95,10996,317.15,317.425,316.8,317.19,3067,MU
2026-03-31 15:48:00+00:00,33,95,16253,325.63,325.73,325.63,325.69,240,TSM
2026-03-31 15:48:00+00:00,33,95,10996,317.23,317.4,317.02,317.04,3634,MU
2026-03-31 15:49:00+00:00,33,95,16253,325.78,326.1,325.78,326.01,241,TSM
2026-03-31 15:49:00+00:00,33,95,10996,317.18,317.82,316.935,317.025,6847,MU
2026-03-31 15:50:00+00:00,33,95,16253,325.87,326.125,325.86,326.06,441,TSM
2026-03-31 15:50:00+00:00,33,95,10996,316.995,317.47,316.58,317.16,5258,MU
2026-03-31 15:51:00+00:00,33,95,16253,326.18,326.55,326.1,326.53,417,TSM
2026-03-31 15:51:00+00:00,33,95,10996,317.25,318.86,317.25,318.62,10837,MU
2026-03-31 15:52:00+00:00,33,95,16253,326.5,326.65,326.5,326.65,215,TSM
2026-03-31 15:52:00+00:00,33,95,10996,318.51,320.085,318.41,320.085,2800,MU
2026-03-31 15:53:00+00:00,33,95,16253,326.75,326.75,326.32,326.39,775,TSM
